source_id,ra,dec,parallax,pmra,pmdec,radial_velocity,phot_g_mean_mag,mass_flame,radius_flame,distance_pc
6412596012146801152,331.07645259656397,-56.79381206688221,270.6580324694526,3981.97666296105,-2466.8318147663504,,18.030664443969727,,,3.6946991407427134
2358524597030794112,18.13325425370941,-16.996154872479234,269.05730465038937,1205.074450317742,637.5466339679103,,10.436525344848633,,,3.71668036033956
3139847906307949696,111.85462844259372,5.209382701706996,264.12689775460655,571.2323467293181,-3691.4865653792745,17.353445053100586,8.576388359069824,,0.3929421603679657,3.7860589303898693
35227046884571776,43.26964247679057,16.86437381897744,260.98844068047276,3429.0828268077694,-3805.54112273733,,12.263102531433105,,,3.831587320084787
4810594479418041856,77.9599373502188,-45.0438126993602,254.19859326384577,6491.223339061598,-5708.614150045243,245.05313110351562,8.063551902770996,,0.31193074584007263,3.9339320771222708
6583272171336048640,319.2950181380955,-38.872456400701786,251.9124222107058,-3258.966218702396,-1145.8623969124255,20.70993995666504,5.984104156494141,,,3.9696335386096013
6439125097427143808,281.29804386226,-63.96056736658412,249.6651458904217,2583.1897859953274,588.5041381022022,,14.005345344543457,,,4.005364851523573
5393446658454453632,162.05388771666577,-39.93962594730691,247.21558692230735,-1179.311133843346,-988.1214959595233,,14.005882263183594,,,4.045052387065994
4330690742322011520,247.57481416249274,-12.66785108081103,232.13898083974135,-94.20959499441267,-1183.917157588457,-21.79765510559082,8.80187702178955,,,4.307764238399739
2552928187080872832,12.296740250462333,5.376556608426358,231.7799995322092,1231.3994653791733,-2711.8825044849837,,12.299162864685059,,,4.314436111908938
3902874650602495232,188.3144928018531,9.022091624851694,231.11849780261377,-1795.6609024600048,217.78856656191624,,11.235116004943848,,,4.326784785759761
2306965202564744064,1.3832841523481234,-37.36774402806293,230.09703402875448,5633.438087895326,-2334.7212726520424,25.12613868713379,7.682493686676025,,0.4523928463459015,4.345992568835256
76868614540049408,30.058987047653364,13.044071201123836,223.73208720990553,1096.4584858968615,-1771.5261453794967,-28.29240608215332,10.681061744689941,,,4.4696315690373
3902874650601954816,188.3146767758809,9.021829208339808,223.47747382423316,-1710.4676540646703,203.09780864044555,,11.240161895751953,,,4.474723930280812
1637645127018395776,264.1040525731971,68.3334976375916,219.78977211974913,-320.67472432996726,-1269.893286659221,-28.904869079589844,8.028639793395996,,0.47864288091659546,4.549802251285675
5951824121022278144,262.1701639221161,-46.89910489864381,219.64625138839503,572.5684618204186,-880.5826187621278,-3.3707590103149414,8.336430549621582,,0.40950965881347656,4.552775172255158
3757613049856225792,162.05518399901217,-11.342803319735205,219.33021263059618,579.0186682845314,-1530.0764835880495,1.4739288091659546,12.837447166442871,,,4.559335387524727
5332606522595645952,176.45664661730092,-64.843052846102,215.67527344818546,2661.639591834039,-344.9325076225359,,11.423104286193848,,,4.636600125791626
2079073928612821760,298.48192590176114,44.41290615922913,214.5745030256979,349.36300477619653,-480.32231510686086,3.9324750900268555,11.908310890197754,,,4.660385954058287
2603090003484152064,343.3241110018443,-14.266689393516607,214.0379888743159,957.7147312894218,-673.6012364809744,-2.0856919288635254,8.875059127807617,,0.3729531764984131,4.672067819639273
5254061535106490112,161.08527551332452,-61.20263830459439,206.96977507456424,-346.2076160477319,1611.0999600775322,155.605224609375,11.859421730041504,,,4.83162335968976
2441630500517079808,1.6763504259443918,-7.5464753252597605,206.35003920573322,-811.5659562556189,-1893.2508466548065,-40.45760726928711,11.773832321166992,,,4.846134286424774
4752399493622045696,43.77198593477078,-47.01672835622661,205.42508538452748,1012.4447203711677,-554.03083867335,,18.57292938232422,,,4.8679546518290975
823773494718931968,152.8329289582321,49.451988897100506,205.31478196510724,-1363.2871863986295,-505.77035887491877,-26.481712341308594,5.9611735343933105,,0.721267580986023,4.870569914298463
778947814402602752,166.34205974427476,43.53094856108456,203.8875927696954,-4406.469178827325,938.5266266886065,68.4132080078125,7.912664890289307,,0.444886714220047,4.90466333147386
778947608243864320,166.35208967877313,43.52590762036144,203.83234385738783,-4339.849578444107,960.6961306272715,67.93590545654297,12.25725269317627,,,4.905992744211656
625453654702751872,154.89881370110675,19.869809905451323,201.40642101948626,-498.6203603111094,-43.42766908201863,10.672628402709961,8.20409107208252,,0.4849361479282379,4.965085000459092
6562924609150908416,323.3912518776402,-49.01263039681064,201.3251983325545,-45.91675295376507,-816.8749628777432,12.723587989807129,7.7399468421936035,,0.5244658589363098,4.967088115558056
